Name,Rad,Vobs,e_Vobs,Vgas,Vdisk,Vbul,Vb,GasFrac,V_Newton,V_MOND,V_Verlinde,V_WILL,V_LCDM
D631-7,5.84,58.4,3.27,18.25,12.45,0.0,20.26237276332661,0.8112321168149892,20.26237276332661,56.49758302649722,57.165110610599456,51.86856689594968,59.434022521191714
D631-7,6.29,58.5,3.95,17.65,11.93,0.0,19.56233498332957,0.814044294138037,19.56233498332957,56.41748292542232,56.969852895375496,51.642347490055826,59.7785208184112
D631-7,6.74,57.7,4.07,17.06,11.48,0.0,18.892824034537558,0.8153879600648627,18.892824034537558,56.288949042888774,56.73651750015429,51.38637085269566,60.05926452095618
D631-7,7.19,57.3,3.94,16.47,11.08,0.0,18.238533384019668,0.8154688449306631,18.238533384019668,56.09705342205186,56.44788871037832,51.084080305486935,60.28168276579386
DDO064,0.1,6.29,4.62,-1.13,1.96,0.0,1.3859292911256331,0.0,1.3859292911256331,5.258013111147241,5.243545160452751,4.725026191459822,11.569776852853792
DDO064,0.3,13.9,4.62,-2.45,6.31,0.0,4.461843789287115,0.0,4.461843789287115,12.609402678090861,12.74802513235279,11.56242429286867,19.97930374859362
DDO064,0.49,15.6,4.62,-0.64,9.67,0.0,6.837722574073914,0.0,6.837722574073914,17.76429685660957,18.056899306588807,16.41954152494169,25.342733922840882
DDO064,0.69,18.4,4.62,2.49,13.92,0.0,10.152994632127017,0.06014650287679964,10.152994632127017,23.818500341413948,24.39689773334511,22.265275520848625,30.140166038993733
DDO064,0.89,22.5,4.62,1.87,15.16,0.0,10.881622121724316,0.029532208932207416,10.881622121724316,26.204575946948903,26.78498964038494,24.420550219258125,33.42343734331971
DDO064,1.09,26.5,4.62,4.97,16.41,0.0,12.6231909594999,0.15501526719233963,12.6231909594999,29.75856635712182,30.46913341233615,27.80173809356585,36.55849099086856
DDO064,1.29,35.3,4.62,9.29,17.34,0.0,15.383169374351956,0.3647033767054778,15.383169374351956,34.468305579869394,35.44243842400372,32.405320411531726,39.73360107229336
DDO064,1.48,40.5,4.62,13.62,18.34,0.0,18.806440386208124,0.5244945886448342,18.806440386208124,39.752145454958445,41.0940723217337,37.66816250913284,42.90787122558884
DDO064,1.68,44.2,4.89,16.26,19.12,0.0,21.14650798595362,0.5912399357029958,21.14650798595362,43.66194940952141,45.238808793734194,41.51254552843431,45.569221624874146
DDO064,1.88,46.3,4.62,18.16,19.54,0.0,22.818663413968835,0.6333609504593316,22.818663413968835,46.71106890420584,48.43942202872014,44.46772129329676,47.76787354625858
DDO064,2.08,46.4,4.62,19.64,19.1,0.0,23.835574253623513,0.6789405186728636,23.835574253623513,48.93957339578834,50.73517288774885,46.5685486768043,49.51272765974128
DDO064,2.27,46.3,4.62,20.17,18.77,0.0,24.145089562890423,0.6978372612622257,24.145089562890423,50.241868973056484,52.016679017535324,47.71471931401571,50.74002255640341
DDO064,2.37,46.4,6.73,20.59,18.61,0.0,24.435919258337716,0.7099950654326312,24.435919258337716,51.05943136422532,52.84167117612828,48.46207734097164,51.4072338016383
DDO064,2.98,46.9,8.65,22.17,17.21,0.0,25.290333133432625,0.7684618041921295,25.290333133432625,54.732025381878294,56.454700367317564,51.69369009160486,54.55483209937146
DDO154,0.49,13.8,1.6,3.74,12.31,0.0,9.473945851650198,0.15584088578267777,9.473945851650198,21.23471707875656,21.83422441516133,19.962945344863584,24.736191841842253
DDO154,0.99,21.6,0.8,7.46,14.55,0.0,12.70837715839438,0.34458586953728676,12.70837715839438,29.230380077761243,29.989116438570456,27.390096552494963,33.0778787094463
DDO154,1.48,28.9,0.7,10.87,12.95,0.0,14.212957116659432,0.584911549360756,14.212957116659432,34.029392830714535,34.79891296965998,31.73387337869853,38.06776651407409
DDO154,1.97,34.3,0.5,13.32,11.54,0.0,15.620761825211982,0.7271165477225766,15.620761825211982,38.23232162425582,39.03033323713559,35.5638688068895,41.7194624853676
DDO154,2.47,38.2,0.4,14.77,10.18,0.0,16.430736441194593,0.8080661823890216,16.430736441194593,41.37772601476704,42.15202304005023,38.36978841036018,44.38026196629169
DDO154,2.96,42.0,0.2,16.2,9.16,0.0,17.446856450375236,0.8621754522445997,17.446856450375236,44.55407131676436,45.34239476913073,41.25432697821928,46.51937663449851
DDO154,3.46,44.6,0.2,17.6,8.37,0.0,18.56848001318363,0.8984059645849507,18.56848001318363,47.76189869768325,48.582255873787624,44.19143132733022,48.33641363048987
DDO154,3.95,46.3,0.2,17.91,7.77,0.0,18.733780985161538,0.9139875804431087,18.733780985161538,49.47622957024006,50.23505395913942,45.655705130094304,49.471484375411876
DDO154,4.44,47.4,0.3,17.48,7.29,0.0,18.224227006926796,0.9199932133464631,18.224227006926796,50.086659746797295,50.72370392442773,46.043453232636054,50.139207532417416
DDO154,4.94,48.2,0.6,16.93,6.89,0.0,17.617064170854345,0.923521145298724,17.617064170854345,50.42710646022901,50.94302318391735,46.18865724996095,50.62524095756591
DDO154,5.43,47.4,0.7,16.28,6.55,0.0,16.92600514002049,0.9251238220996814,16.92600514002049,50.473415633366656,50.87230906893469,46.07410016571456,50.94342823938723
DDO154,5.92,45.5,1.3,15.64,6.26,0.0,16.25433480644471,0.9258381989028149,16.25433480644471,50.421032740536475,50.71434095265484,45.88588341622562,51.17035069233803
DDO161,0.6,16.0,3.53,6.82,12.59,0.0,11.214564191264857,0.3698315409236725,11.214564191264857,24.39685480262439,25.152693280298866,23.02623232733824,30.257333728715285
DDO161,0.73,16.6,4.83,8.12,14.22,0.0,12.924341375869023,0.39472553050612247,12.924341375869023,27.579666719183354,28.485014584911877,26.099070207632526,33.273654781928315
DDO161,0.85,18.6,2.5,9.3,15.27,0.0,14.250489465278028,0.4258987194231532,14.250489465278028,30.123676389849074,31.140405935417984,28.544235798405833,35.723581262986606
DDO161,0.98,20.0,7.58,10.41,17.04,0.0,15.923218895688144,0.427405127768253,15.923218895688144,33.08046625373893,34.25441279408413,31.423809477747067,38.27246800364483
DDO161,1.07,21.4,4.03,11.27,18.03,0.0,17.01626721698975,0.4386511155888888,17.01626721698975,35.00853402725596,36.28573338417798,33.30257434285859,39.9119152691978
DDO161,1.54,28.9,2.74,15.22,22.44,0.0,21.9869324827271,0.47918147419704227,21.9869324827271,43.81245755763731,45.55840181235248,41.87805319402357,47.18359727623486
DDO161,2.02,32.9,2.65,18.74,24.92,0.0,25.72335125911863,0.530742757795635,25.72335125911863,50.793698935625265,52.86805845546204,48.61944560688342,52.82004963994879
DDO161,2.49,35.2,2.88,21.52,25.85,0.0,28.235113776997604,0.5809054483154089,28.235113776997604,56.026038502702534,58.28429690514565,53.58723676570049,57.01772577732491
DDO161,2.96,37.6,3.05,23.28,26.01,0.0,29.668475693907837,0.6157089754253618,29.668475693907837,59.80948427329326,62.11861094389424,57.06768181457503,60.13648669051136
DDO161,3.43,40.6,3.68,24.59,25.36,0.0,30.43407465325667,0.6528251155837803,30.43407465325667,62.64243958965509,64.92484222473034,59.58587925063598,62.51549925605385
DDO161,3.9,42.7,3.25,25.62,25.01,0.0,31.130924335779046,0.677289306968708,31.130924335779046,65.244469533066,67.50220018874403,61.89891405403098,64.54165337884368
DDO161,4.37,45.5,2.99,26.35,24.48,0.0,31.52709469646704,0.6985433082313262,31.52709469646704,67.36528257648888,69.56804772603766,63.7371688221735,66.16773834230004
DDO161,4.86,48.9,1.96,27.08,23.7,0.0,31.84605784080661,0.7230793532533061,31.84605784080661,69.34809746035373,71.49013841817431,65.44341020863861,67.59814164340303
DDO161,5.34,51.5,1.53,27.81,22.69,0.0,32.106294554183606,0.7502769534158994,32.106294554183606,71.12952406586565,73.21280999856714,66.97086601228729,68.7949993209841
DDO161,5.81,53.0,1.86,28.4,21.59,0.0,32.2432016090214,0.7758189126155749,32.2432016090214,72.64669293246189,74.6638204731461,68.25012844032662,69.76816862870479
DDO161,6.28,55.0,1.48,28.98,20.86,0.0,32.51784433199716,0.7942427640663955,32.51784433199716,74.26645930223722,76.23974292090742,69.65214756596787,70.6844055493489
DDO161,6.75,57.6,0.99,29.57,20.11,0.0,32.81144541162428,0.8121793147155844,32.81144541162428,75.85164312975137,77.78764097979924,71.03188704284514,71.50585254948139
DDO161,7.22,59.7,1.19,30.3,19.38,0.0,33.2548071712948,0.8301878807706644,33.2548071712948,77.57805330271972,79.4983673494965,72.56816547288656,72.30702047554435
DDO161,7.69,60.5,1.26,31.18,18.7,0.0,33.86794059283794,0.8475681786836246,33.86794059283794,79.481098693068,81.40881936226296,74.29489087981995,73.10990485139975
DDO161,8.16,61.8,1.33,32.06,18.06,0.0,34.509787017598356,0.863062959275199,34.509787017598356,81.38544824560132,83.3262443039904,76.03043306093952,73.86063683676043
DDO161,8.64,62.9,1.35,32.64,17.47,0.0,34.89942764573654,0.8747091933828751,34.89942764573654,82.95100537887598,84.87583649755543,77.42129694055879,74.44405488469532
DDO161,9.11,63.0,2.09,33.23,16.94,0.0,35.323005251535434,0.8850043202985426,35.323005251535434,84.50659147319676,86.42285631422122,78.81313630492292,74.98399104690279
DDO161,9.58,64.5,2.38,33.38,16.44,0.0,35.34630390861257,0.8918352835032816,35.34630390861257,85.5052103194981,87.36834265747564,79.64263555657098,75.2910217992089
DDO161,10.05,65.6,1.08,33.38,15.98,0.0,35.240666849536204,0.897190009602992,35.240666849536204,86.29854334285014,88.09626700239006,80.27049320178419,75.49840630484485
DDO161,10.52,67.5,3.22,32.79,15.57,0.0,34.58896572608091,0.8986853898901664,34.58896572608091,86.31955337325556,87.99315468028544,80.12282457588043,75.41924536521572
DDO161,10.99,66.8,2.37,32.06,15.18,0.0,33.80916739584103,0.8992036987041272,33.80916739584103,86.11427270829167,87.65414570060241,79.75823464486125,75.25720982278703
DDO161,11.46,66.8,0.95,31.18,14.81,0.0,32.89164711594724,0.8986301329344278,32.89164711594724,85.66228666953349,87.05854724111532,79.15794275503751,75.01464491257681
DDO161,11.94,66.6,0.96,30.3,14.47,0.0,31.9809388542613,0.8976413266405316,31.9809388542613,85.17802669270729,86.43585395743366,78.53559970667808,74.76305559457496
DDO161,12.41,66.8,0.99,29.42,14.16,0.0,31.077149161401532,0.8961959814833299,31.077149161401532,84.62974903564754,85.75588068656525,77.8646304556033,74.49866932718139
DDO161,12.9,66.3,0.74,28.69,13.86,0.0,30.317748926989946,0.895503303592964,30.317748926989946,84.27097803808866,85.28299578018068,77.3882621919339,74.28628023559823
DDO161,13.37,66.1,1.31,27.81,13.59,0.0,29.423462576658103,0.8933351421901825,29.423462576658103,83.62959662052207,84.52023699821693,76.64726883541529,74.00417784616397
DDO168,0.41,15.0,4.1,10.41,8.28,0.0,11.943504510820935,0.7596926124784696,11.943504510820935,23.283432651566628,24.267258867408465,22.33171113479542,25.689206236452314
DDO168,0.82,23.4,1.3,18.08,12.66,0.0,20.174840767649194,0.8031129352996701,20.174840767649194,36.51951118765769,38.38053604017632,35.46268647091443,36.91236674305013
DDO168,1.24,29.2,1.5,20.09,15.11,0.0,22.754431436535608,0.779521139113243,22.754431436535608,42.68860192842003,44.680048536562516,41.2003695716435,43.07302898081672
DDO168,1.64,36.2,1.1,20.2,15.99,0.0,23.149083135191336,0.761439057117353,23.149083135191336,45.734758657581764,47.59986447775366,43.773442406105154,46.747398912422284
DDO168,2.06,44.0,1.1,22.0,16.89,0.0,25.032699614703965,0.7723781611351597,25.032699614703965,50.218939835029936,52.18383514526067,47.952208259684156,50.57941291761243
DDO168,2.47,52.1,1.2,22.63,17.03,0.0,25.634495313931968,0.7793267165032775,25.634495313931968,52.93414950953753,54.845293660206785,50.3275006134307,53.166486042291815
DDO168,2.89,52.9,1.7,22.95,16.99,0.0,25.904295975764327,0.7849134889209176,25.904295975764327,55.10119497995734,56.92718794684433,52.16640975551342,55.24348020070679
DDO168,3.3,54.8,2.2,22.74,17.19,0.0,25.78479493810257,0.7777742431759435,25.78479493810257,56.58640720525637,58.29318113042927,53.344775765384625,56.788917427926705
DDO168,3.71,55.0,2.5,22.74,17.16,0.0,25.774801648121368,0.7783774703450219,25.774801648121368,58.06340868077979,59.67645283755771,54.550554544415355,58.14681314002925
DDO168,4.12,52.0,2.7,22.74,16.37,0.0,25.51658382307475,0.7942109309371481,25.51658382307475,59.10973038984029,60.60800655120711,55.33977072015283,59.201632770804174
DDO170,1.87,27.7,3.0,8.68,18.19,0.0,15.517101855694575,0.312909125304816,15.517101855694575,37.64574131904594,38.45742671840734,35.05304128560804,47.81224144384995
DDO170,3.36,42.4,1.5,15.07,19.75,0.0,20.545952156081743,0.5379896983473222,20.545952156081743,50.124730314565404,51.18356931452233,46.643161442047415,58.52755057446263
DDO170,4.86,52.5,1.0,20.59,19.94,0.0,24.95495742332573,0.6807678331220928,24.95495742332573,60.609248456922515,61.91081528094095,56.42799161666803,65.23175467177936
DDO170,6.35,55.6,1.0,24.61,19.17,0.0,28.096201700585794,0.7672342880140532,28.096201700585794,68.70942688460993,70.14799873214962,63.91973937195036,69.55542669469448
DDO170,7.85,58.6,1.1,26.94,18.71,0.0,30.013257903799783,0.8056917237555488,30.013257903799783,74.74732998629958,76.20807330882124,69.3967959252684,72.32399706985855
DDO170,9.34,59.0,1.2,27.6,17.41,0.0,30.221086181671236,0.8340614052745603,30.221086181671236,78.07271161987813,79.38964196528411,72.20411387552875,73.69009359387444
DDO170,10.83,60.0,1.3,26.77,16.05,0.0,29.07635035557248,0.8476507602632328,29.07635035557248,79.12447369915174,80.18100397853844,72.80432589558292,74.06131361812493
DDO170,12.33,62.2,1.0,24.9,15.01,0.0,27.067693843399365,0.8462451310126708,27.067693843399365,78.49538736160724,79.23879691413002,71.81802743678792,73.82228536068247
ESO079-G014,0.41,33.2,11.6,2.21,28.95,0.0,20.589690381353478,0.011520860433082545,20.589690381353478,32.27606321479123,34.543316259993205,32.21416163587221,37.27341966447513
ESO079-G014,0.98,50.4,11.8,4.41,47.6,0.0,33.945958522333704,0.016877224464108786,33.945958522333704,51.96787568892471,55.796417248382994,52.123982694467074,58.20283286084854
ESO079-G014,1.78,53.9,9.75,6.75,62.09,0.0,44.42011425019076,0.0230912904061789,44.42011425019076,68.74108278089861,73.69748478798746,68.79221734433844,76.55227589023448
ESO079-G014,2.69,67.6,5.1,8.55,75.48,0.0,54.05291574004126,0.025020384412908887,54.05291574004126,83.96298642928203,89.97129747442057,83.95991675562274,92.30909156994944
ESO079-G014,3.36,81.7,5.06,9.18,82.21,0.0,58.85163081852532,0.024331470596289848,58.85163081852532,92.30779256142898,98.78441680744069,92.11989648305456,101.10052090816444
ESO079-G014,4.39,102.0,5.35,9.29,86.87,0.0,62.124894768522545,0.022361456918845665,62.124894768522545,100.40987867089913,107.02792842159788,99.59826662359534,110.6690074210088
ESO079-G014,5.65,116.0,6.44,9.5,92.23,0.0,65.9047528635075,0.02077847829453105,65.9047528635075,109.30907091217337,116.1228921263272,107.87479191788597,120.44280474421848
ESO079-G014,6.34,132.0,9.1,10.22,96.19,0.0,68.78013121534445,0.022078816579287015,68.78013121534445,114.74283029448716,121.80461967932067,113.10992742980551,125.59913803414179
ESO079-G014,6.89,137.0,5.25,11.87,100.53,0.0,72.06967011163573,0.027126662845426017,72.06967011163573,119.99053855069256,127.40788204168156,118.32865430957291,129.99812487296467
ESO079-G014,8.34,154.0,4.2,17.23,113.81,0.0,82.29964125073693,0.04383032295687481,82.29964125073693,135.05721424584505,143.67324689681186,133.5623792370792,141.64099767311146
ESO079-G014,10.04,163.0,3.28,24.23,128.72,0.0,94.18870473682075,0.06617732054944726,94.18870473682075,152.08644038772587,162.13105934852058,150.88620360327363,154.14465038969223
ESO079-G014,11.65,170.0,2.41,30.75,133.41,0.0,99.22034342814986,0.09604810226091176,99.22034342814986,161.58514731398913,172.06455900041826,160.0378110120813,161.3517980568822
ESO079-G014,13.36,175.0,2.18,36.2,132.99,0.0,100.76512318257741,0.12906148587023983,100.76512318257741,167.50090364174034,177.89124640155248,165.23163768820706,165.9297793404669
ESO079-G014,15.06,177.0,2.23,39.42,128.51,0.0,99.05224101452727,0.1583815644385894,99.05224101452727,169.7210557108381,179.55940570359323,166.4574529291971,167.9493324140135
ESO079-G014,16.67,178.0,2.03,40.49,124.23,0.0,96.72634878873492,0.17522899282064489,96.72634878873492,170.7642856021337,180.00169230885115,166.56210613201085,169.07006252570227
ESO116-G012,0.25,20.9,3.4,-0.22,17.33,0.0,12.254160517962866,0.0,12.254160517962866,21.34020947315614,22.532041090709697,20.86698015825242,23.958039452090354
ESO116-G012,0.83,40.0,3.29,-1.8,34.96,0.0,24.720453070281703,0.0,24.720453070281703,41.347839849697515,43.87793997825704,40.73891261067348,43.9015633609374
ESO116-G012,1.38,51.5,2.96,-1.55,51.34,0.0,36.302862146117356,0.0,36.302862146117356,57.76120971587915,61.69600062878169,57.4754946667784,58.11784184269766
ESO116-G012,1.85,67.9,3.45,5.01,61.73,0.0,43.93627829026942,0.013002561572128793,43.93627829026942,68.75711168683365,73.60373964397374,68.6491873524344,67.50831731392805
ESO116-G012,2.68,80.2,2.93,12.54,60.49,0.0,44.57321673381898,0.07914930737007445,44.57321673381898,74.45400715949403,79.02341626277224,73.37647576075693,74.06221977803395
ESO116-G012,3.19,83.3,3.08,16.68,63.17,0.0,47.68067585510927,0.12237910906076382,47.68067585510927,80.26211488842473,85.10429797920943,78.98335493551463,78.97352781323934
ESO116-G012,3.68,91.4,2.83,20.19,65.14,0.0,50.29160864398752,0.16116902670475813,50.29160864398752,85.26386197642498,90.32625155096092,83.79144054670684,83.04164634795228
ESO116-G012,4.13,102.0,5.4,22.31,66.32,0.0,51.93175618058761,0.18455810475947765,51.93175618058761,88.9412693778733,94.10242754830567,87.23856556112007,86.0267775762934
ESO116-G012,5.23,105.0,4.21,25.63,64.52,0.0,52.3288839934505,0.2398911723758588,52.3288839934505,93.69565747772768,98.59730825982906,91.1593846910112,90.2822318402532
ESO116-G012,6.05,109.0,2.1,27.28,60.09,0.0,50.493588206820874,0.29188801571790146,50.493588206820874,94.54677432810551,98.9788554690682,91.2800116068696,91.6597317545118
ESO116-G012,6.81,108.0,2.1,28.58,55.74,0.0,48.685626215547444,0.3446060739735581,48.685626215547444,94.90277923664006,98.91373669801253,91.0248141306552,92.59245004230003
ESO116-G012,7.56,109.0,2.1,30.7,53.61,0.0,48.78018091397366,0.3960864062522556,48.78018091397366,97.14689920276922,101.02421946206267,92.86581340182654,94.2555728175168
ESO116-G012,8.32,110.0,2.1,33.83,51.18,0.0,49.539530680053886,0.46633737070093606,49.539530680053886,100.04217715986883,103.88614687013995,95.43091399101372,96.04734090955209
ESO116-G012,9.09,111.0,2.33,35.49,49.08,0.0,49.638324911302156,0.5111846024654669,49.638324911302156,102.08681823607466,105.81500188729551,97.11730300792068,97.31350859958864
ESO116-G012,9.86,112.0,4.74,33.74,46.34,0.0,47.032811950807286,0.5146219038378899,47.032811950807286,100.80006975717484,104.06673519326387,95.33150028804916,97.0706992207406
ESO444-G084,0.26,18.3,1.8,4.59,8.31,0.0,7.45628258584665,0.37894890203728127,7.45628258584665,16.149768149259984,16.656816179183796,15.25154198288564,18.94075491540801
ESO444-G084,0.77,35.3,3.0,11.55,14.79,0.0,15.581224277957107,0.5494912872869089,15.581224277957107,31.018959581381537,32.25822015490089,29.65369096959136,32.19086884208248
ESO444-G084,1.29,47.8,4.63,16.45,14.54,0.0,19.39866748001006,0.7190978779899354,19.39866748001006,39.268253743676844,40.76715934722809,37.44477218896379,39.49582664138105
ESO444-G084,1.81,52.8,1.26,19.03,13.66,0.0,21.341009816782336,0.7951474040304436,21.341009816782336,44.60501075421789,46.160705462441705,42.33429077441537,44.12092538596543
ESO444-G084,2.32,58.0,3.11,20.09,12.28,0.0,21.886235400360658,0.8425927955586481,21.886235400360658,47.77155320928303,49.2365947097345,45.067507592604265,47.021694149220494
ESO444-G084,3.39,63.1,1.35,17.39,9.97,0.0,18.76466226714459,0.8588506714685404,18.76466226714459,47.80975036980198,48.66359440176727,44.27949921943167,49.49297208863766
ESO444-G084,4.44,62.7,7.36,14.45,8.53,0.0,15.658318875281598,0.8516191684617548,15.658318875281598,46.19575520863278,46.5882145600833,42.205842824281916,50.75898230204825
ESO563-G021,0.45,18.9,9.78,0.0,65.19,0.0,46.096291065551036,0.0,46.096291065551036,56.7741534669519,62.683755579364714,59.703928796396326,66.79604061066397
ESO563-G021,1.34,58.3,10.5,0.0,120.17,0.0,84.97302189518741,0.0,84.97302189518741,102.9571440802746,113.84257252593973,108.62801629143954,118.80982726508405
ESO563-G021,2.23,74.1,5.69,0.0,137.48,0.0,97.21304027752655,0.0,97.21304027752655,121.42181708012092,133.87068839296103,127.31552989639002,144.29779406533876
ESO563-G021,3.12,119.0,4.27,0.0,146.18,0.0,103.36486927384952,0.0,103.36486927384952,132.92792732387727,146.07588108276727,138.50939339908862,162.63875102378142
ESO563-G021,4.01,141.0,3.76,0.0,157.86,0.0,111.6238764781084,0.0,111.6238764781084,145.56979410496692,159.69706976384694,151.2180842372601,180.39910023575365
ESO563-G021,4.9,195.0,4.54,0.0,175.79,0.0,124.30230106478318,0.0,124.30230106478318,161.75687321657063,177.50196005678433,168.11247372910807,199.4365615115385
ESO563-G021,5.79,227.0,4.2,0.0,199.19,0.0,140.8485997445484,0.0,140.8485997445484,181.1183669489831,199.0346709632932,188.7264419256342,219.83383574706474
ESO563-G021,6.69,246.0,4.24,0.0,217.87,0.0,154.05735441711312,0.0,154.05735441711312,197.1348915246199,216.76081328890322,205.63498370839366,237.40042306343108
ESO563-G021,7.58,268.0,5.56,0.0,228.65,0.0,161.6799655183041,0.0,161.6799655183041,207.71488153606379,228.28698701017146,216.4834715317787,250.56759002728018
ESO563-G021,8.47,283.0,2.96,0.0,241.76,0.0,170.95013541965972,0.0,170.95013541965972,219.60936160227504,241.36147367256874,228.88351699380954,264.22665848559024
ESO563-G021,10.23,291.0,9.81,0.0,260.94,0.0,184.51244348281773,0.0,184.51244348281773,238.25145927195732,261.68962363209647,248.03485054176994,286.7802309306761
ESO563-G021,12.06,310.0,4.74,0.04,275.04,0.0,194.4826532110255,4.230174094083893e-08,194.4826532110255,253.28283817203322,277.90999431402156,263.18909930782104,306.0346453987833
ESO563-G021,13.44,310.0,20.4,0.4,277.98,0.0,196.56195003102712,4.141151115050749e-06,196.56195003102712,259.2964873627258,284.0521801301854,268.67616321546114,316.30904823967694
